1.00000,0.80000,0.80000,0.46
0.80000,0.80000,1.00000,0.46
0.98907,0.91312,0.81091,1.22
0.52731,0.87953,0.45670,1.57
0.37147,0.84590,0.48292,1.12
0.12490,0.63612,0.05948,0.81
0.50430,0.28659,0.16236,0.77
0.69139,0.72934,0.90280,0.74
0.99997,0.01328,0.00000,0.74
0.69139,0.72934,0.90280,0.72
0.99954,0.21788,0.71035,1.60
0.97955,0.86618,0.23787,1.91
0.98773,0.48452,0.08470,1.60
0.50718,0.70056,0.84062,1.43
0.10596,0.23226,0.98096,1.18
0.75557,0.61256,0.76425,1.10
1.00000,0.98071,0.00000,1.04
0.19583,0.98828,0.01167,0.99
0.81349,0.99731,0.77075,1.92
0.63255,0.13281,0.96858,2.35
0.35642,0.58863,0.74498,1.97
0.71209,0.38930,0.67279,1.64
0.47237,0.79393,1.00000,1.47
0.90000,0.10000,0.00000,1.35
0.00000,0.00000,0.62000,1.29
0.66148,0.03412,0.62036,1.37
0.71051,0.44662,0.00136,1.26
0.00000,0.00000,0.68666,1.25
0.72032,0.73631,0.74339,1.25
0.13390,0.28022,0.86606,1.28
0.56123,0.56445,0.50799,1.37
0.62292,0.89293,0.45486,1.53
0.49557,0.43499,0.65193,1.22
0.45814,0.81694,0.34249,1.21
0.60420,0.93874,0.06122,1.04
0.49645,0.19333,0.01076,1.14
0.98102,0.75805,0.95413,1.98
1.00000,0.00000,0.60000,2.50
0.00000,1.00000,0.15259,2.15
0.40259,0.59739,0.55813,1.82
0.00000,1.00000,0.00000,1.60
0.29992,0.70007,0.46459,1.47
0.70584,0.52602,0.68925,1.40
0.80574,0.68699,0.79478,1.35
0.81184,0.72113,0.68089,1.34
0.80748,0.82205,0.67068,1.34
0.75978,0.76818,0.72454,1.37
0.72032,0.73631,0.74339,1.44
0.95145,0.12102,0.86354,1.52
0.84378,0.50401,0.73483,1.67
0.60764,0.56052,0.72926,1.58
0.84627,0.51498,0.31315,1.41
0.67958,0.63586,0.32038,1.37
0.55914,0.12200,0.54453,1.33
0.60662,0.63218,0.97305,2.18
0.05872,0.99922,0.72578,2.72
0.11835,0.93959,0.17565,2.24
0.35340,0.77057,0.28737,1.88
0.82055,0.99071,0.02374,1.82
0.99130,0.88559,0.02315,1.82
0.98701,0.55560,0.02744,1.82
0.00000,0.00000,0.96000,1.81
0.99042,0.02403,0.49195,1.81
0.98367,0.03078,0.83615,2.06
0.75325,0.01445,1.00000,1.79
0.44315,0.01663,0.99782,1.77
0.19390,0.02374,0.99071,1.77
0.02837,0.25876,0.98608,1.76
0.28688,0.45071,0.23043,1.75
0.00000,0.00000,0.88000,1.00
0.15323,0.99165,0.95836,1.94
0.15097,0.99391,0.71032,1.72
0.70704,0.70552,0.35090,1.59
0.71952,0.60694,0.33841,1.47
0.55616,0.54257,0.50178,1.41
0.70294,0.69401,0.55789,1.37
0.78703,0.69512,0.47379,1.35
0.78975,0.81033,0.45049,1.36
0.79997,0.77511,0.75068,1.39
0.99628,0.70149,0.22106,1.44
0.82940,0.72125,0.79823,1.55
0.58798,0.53854,0.42649,1.71
0.32386,0.32592,0.35729,1.75
0.82428,0.18732,0.97211,1.82
0.00000,0.00000,1.00000,1.77
0.00000,0.00000,1.00000,0.62
1.00000,1.00000,0.00000,0.80
0.00000,0.00000,0.00000,1.00
0.42959,0.66659,0.34786,2.35
0.39344,0.62101,0.45034,2.03
0.14893,0.99596,0.47106,1.80
0.16101,0.98387,0.20855,1.63
0.47774,0.63362,0.66714,1.56
0.30000,0.30000,0.30000,1.56
0.30000,0.30000,0.30000,1.64
0.30000,0.30000,0.30000,1.73
0.30000,0.30000,0.30000,0.80
